# ==== 正文映射 B3: 段落 552-894 ====
# 格式：起始段落号[-结束段落号]<TAB>中文
# 数学符号用 §...§ 包裹（写成 Cambria Math run）；多行值用续行（无段落号前缀的行）。
# 段落内若含 § 则按段拆分写入首段。

# 1.11 由时间序列计算空气密度
552	在时间序列中，可在 Meteodyn Universe 微尺度模块内计算给定高度的空气密度，其目的为：
- 作为空气密度和局部风速的函数评估平均功率密度；
- 根据轮毂高度处的空气密度修正功率曲线数据。
553	所有这些结果汇集于综合（synthesis）结果的时间序列导出中。整个导出的结果基于统计数据计算，因此用于这些计算的密度为综合配置中定义的密度，如下所示。
555	在时间序列中，计算给定高度的密度时可能出现三种情况：
558	- 在另一个高度上已有密度值；
- 在相同高度上有温度和压力值；
- 在不同高度上有温度和压力值。

# 1.11.1 在另一高度已有密度值
559	1.11.1 在另一高度已有密度值（Density available at another height）
560-561	此时，空气密度根据关注点的海拔高度计算：
562	§ρ_P = ρ_ref − (1.194×10⁻⁴)(z_P − z_ref)§
563	该式近似采用美国标准大气的空气密度廓线，可给出温带地区（约 285 K）良好的长期平均空气密度值。

# 1.11.2 在相同高度上有温度和压力值
564	1.11.2 在相同高度上有温度和压力值（Temperature and Pressure available at the same height）
565	此时，空气密度按以下关系式计算：
566	§ρ = P₀/(R·T)§
567	其中：
568	- §P₀§ 为空气压力（Pa）；
- §R§ 为空气的比气体常数（287 m²/(s²·K)）；
- §T§ 为温度（开尔文）。

# 1.11.3 在不同高度上有温度和压力值
569	1.11.3 在不同高度上有温度和压力值（Temperature and Pressure available at different height）
570	此时，目标是计算已知温度高度处的压力。为此使用气压高程公式：
571	§P(z) = 1013.25·(1 − 0.0065·z/288.15)^5.255§
572	程序寻找最高的压力传感器（§PZ1§），利用气压高程公式计算参考压力 §P_ref§。
573	然后程序寻找最高的温度传感器（§TZ2§），利用气压高程公式计算期望压力 §P_exp§。
574	随后：
575	§PZ2 = PZ1 + (P_exp − P_ref)§
576	高度 §Z2§ 处的等效密度按下式计算：
577	§ρ = P₀/(R·T)§
578	然后，使用下式重新计算其他高度的密度：
581	§ρ_P = ρ_ref − (1.194×10⁻⁴)(z_P − z_ref)§

# 1.12 功率曲线修正
582	1.12 功率曲线修正（Power Curve correction）
583	功率曲线如何根据空气密度进行修正？
584	在 Meteodyn WT 中，计算局部点的空气密度有以下目的：
- 作为空气密度和局部风速的函数评估能量密度；
- 根据轮毂高度处的空气密度修正功率曲线数据。
585	空气密度可根据关注点的海拔高度计算：
586	§ρ_P = ρ_ref − (1.194×10⁻⁴)(z_P − z_ref)§
587	该式近似采用美国标准大气的空气密度廓线，可给出温带地区（约 285 K）良好的长期平均空气密度值。
588	下表显示了 Meteodyn WT 中公式计算得到的空气密度值与使用当地温度传感器得到的值。
590	若场址处于温带地区或场址海拔接近参考海拔，可使用默认空气密度值。否则，建议使用与场址平均值对应的空气密度值，该值可通过场址温度测量或区域气象站数据计算得到，并可在软件中指定。
591	该方法可为每台风力发电机组计算特定的空气密度值。
592	IEC 61400 - 12 标准提供了风力发电机组电能功率性能测量的相关信息，为该测量的分析和发电量计算提供指导。
593	当本地空气密度与功率曲线所采用密度不同时，需进行修正。修正方法取决于风力发电机组的控制方式：
594	对于失速调节型风电机组，修正功率 §P_corrected§ 计算如下：
595	§P_corrected(V) = P_initial(V)·(ρ/ρ₀)§
596	其中：
599	- §ρ§ 为每台风电机组位置计算得到的空气密度；
- §ρ₀§ 为参考空气密度（默认值 1.225 kg/m³）；
- §P_initial§ 为制造商在参考空气密度下提供的功率。
600	对于变桨调节型风电机组，修正分两步进行：
601	1) 变换风速以得到新的功率曲线（§V_n§, §P_initial§）：
602	§V_n = V₀·(ρ₀/ρ)^(1/3)§
603	其中：
604	- §V₀§ 为原始功率曲线中使用的风速；
- §V_n§ 为与初始功率曲线数据配合使用的新风速。
605	2) 在初始风速下插值得到新的修正功率值，即由（§V_n§, §P_initial§）得到（§V₀§, §P_adjusted§）。插值每 0.1 m/s 执行一次。
606	为满足 IEC 建议，必须提供：
607	- 以 .txt 格式提供功率控制方式（变桨或失速调节）；
608	- 空气密度参考值及其对应海拔，用于计算每台风机轮毂处的局部空气密度。
609	请注意，默认情况下功率曲线是针对海拔 0 m、空气密度 1.225 kg/m³ 给出的。

# 1.13 尾流效应计算
610	1.13 尾流效应计算（Wake effect computation）
611	为计算尾流效应，将加速因子（WT 系数）乘以尾流系数，尾流系数定义如下：
612	§C_wake = U_downwind/U_upwind§

# 1.13.1 修正 PARK 模型
613	1.13.1 修正 PARK 模型（The modified PARK model）
614	该模型考虑风电机组下游的轴对称流动，如下图所示。
616	风电机组下游的尾流系数为：
619-631	§C_wake = U_downwind/U_upwind = 1 − (1 − √(1 − C_t))·(D_rotor/(D_rotor + 2kx))²§
632-634	其中 §k§ 为尾流衰变常数，由产生尾流的风电机组轮毂高度处的湍流强度 §I_rot§ 得到，因此 §k = I_rot/2§；
635	§C_t§ 为推力系数，取决于上游风速；
636	§x§ 为风电机组到关注点沿风向的距离；
637	§D_rotor§ 为风电机组叶轮直径。
638-639	若叶轮仅部分位于另一台风电机组产生的尾流锥体内，尾流系数按重叠面积进行折算：
640-647	§C_wake = U_downwind(X_WT2)/U_upwind = 1 − (1 − √(1 − C_t))·(D_rotor/(D_rotor + 2k·X_WT2))·(A_OVERLAP/A_WT2)§

# 1.13.2 涡黏性模型
649	1.13.2 涡黏性模型（The Eddy Viscosity Model）
650	（Ainslie, 1988）涡黏性模型将风电机组后方的尾流描述为：
651	§U·∂U/∂x + V·∂V/∂r = (ε/r)(∂U/∂r + r·∂²U/∂r²)§ [1]
652	其中：
653-654	§∂U/∂x = −(1/r)(r·∂V/∂r + V)§ [2] 连续性方程
655	- §U§：上游风速
656	- §V§：径向风速
657	- §x§：距叶轮下游的距离
658	- §r§：距叶轮轴线的径向距离
659	- §ε§：湍流黏性
660	湍流黏性计算如下：
661	§ε = F(K₁·b·(U₀ − U_C) + κ²·I₀)§
662	其中：
665-666	§F = 0.65 + ((x − 4.5)/23.32)^(1/3)§（§x < 5.5§ 时），§F = 1§（§x ≥ 5.5§ 时）
667	其中：
668	§K₁ = 0.015§
669	§κ = 0.41§
670	§I₀§：湍流强度
671	§U_C§：中心线速度
672	§U₀§：自由来流速度
673	§b§：尾流宽度
674-675	所有距离均以叶轮直径为归一化单位。（Ainslie, 1988）通过实验得出初始廓线为高斯分布：
676-679	§1 − U/U₀ = D_M·exp(−3.56r²/b²)§ [5]
680	其中 §D_M§ 为中心线尾流速度亏损，且：
681-682	§b = √(3.56·C_t/(8·D_M·(1 − 0.5·D_M)))§ [6]
683-684	根据（Ainslie, 1988），初始尾流速度亏损与推力系数和湍流强度的关系为：
685	§D_Mi = C_t − 0.05 − (16C_t − 0.5)·I₀/1000§ [7]
686	其中 §I₀§ 为环境湍流强度。
687	由于高斯分布的性质，§b§ 对应的分布半宽等于 1.89。
688-691	由此，可通过数值格式（如克兰克–尼科尔森（Crank–Nicolson）方法（Crank & Nicolson, 1947））获得叶轮后方的速度。然而，受可用计算资源和收敛性约束，该方法限制性很强。
692-695	为避免这一困难，提出了简化模型：上述方程表明尾流的高斯形状得以保持，仅宽度和深度发生变化。由于锥体宽度通过时间方程与尾流速度亏损相关联，只需沿叶轮中心线计算尾流即可。
696	由方程 [5] 得：
697-698	§U = U₀·[1 − D_M·exp(−3.56r²/b²)]§
699	将该方程代入 [2] 和 [1]，可得：
700	§∂U_c/∂x = 16ε(U_c³ − U_c² − U_c + 1)/(U_c·C_t)§
701	其中 §U_c = U₀(1 − D_M)§。
702-703	在初始迭代时，§D_M = D_Mi§（如方程 [7] 所述），初始尾流宽度由方程 [6] 给出。
706	这是一阶方程，可用简单的数值方法求解。

# 1.13.3 附加湍流模型：Frandsen 2007
707	1.13.3 附加湍流模型：（Frandsen, 2007）模型
708	由尾流效应引起的附加湍流强度由（Frandsen S. T., 2007）模型给出：
709-710	§ΔI = 1/(1.5 + 0.8d/√C_T)§，其中 §d = x/D§
711-712	其中 §x§ 为下游距离（到风电机组平面的距离），§D§ 为叶轮直径，§C_T§ 为推力系数。

# 1.13.4 附加湍流模型：简化 Frandsen 2003
713	1.13.4 附加湍流模型：简化（Frandsen, 2003）模型
714	由尾流效应引起的附加湍流强度由（Frandsen S. M., 2003）模型给出：
715-716	§ΔI = √0.9/(1.5 + 0.3d·√V_hub)§，其中 §d = x/D§
717	§V_hub§ 为上游风电机组轮毂高度处的平均上风风速。
718-719	（Frandsen S. M., 2003）这种保守的附加湍流处理方法，是通过一个保守的通用推力曲线 §C_T = 7/V_hub§（m/s）获得的。

# 1.13.5 附加湍流模型：Quarton 模型
720	1.13.5 附加湍流模型：Quarton 模型
721-723	采用（D.C. Quarton, 1990）附加湍流模型。下列方程中的参数已由（D.C. Quarton, 1990）及 TNO 实验室（European Wind Turbine Standards II, 1998）重新标定：
724-727	§I_added = K₁·C_t^α₁·I_amb^α₂·(X/X_n)^α₃§
728	§X§ 为到上游风电机组的距离；
729	§X_n§ 为近尾流长度；
730	§I_amb§ 为环境湍流强度（不考虑尾流效应）。
731	下表给出了 Quarton 模型（D.C. Quarton, 1990）中使用的常数。
733-735	§X_n§ 由 Vermeulen 方法（Vermeulen PEJ., 1982）确定。近尾流分为若干部分，第一段 §x_h§ 计算如下：
736	其中 §r₀§ 为有效半径，定义为：
737-742	KEEP
743	这些数值必须由用户提供。

# 1.13.6 尾流效应组合
745	1.13.6 尾流效应组合（Wake effect combination）
746	若一台风电机组处于多台风电机组的尾流中，应用以下规则：
747	- 总尾流系数取所有单个尾流系数的最小值；
- 附加湍流强度取所有单个附加湍流强度的最大值。

# 1.13.7 附加湍流覆盖模型
748	1.13.7 附加湍流覆盖模型（Added turbulence coverage models）
749	在综合配置页面中，有两种不同的模型可选：
750	- 重叠模型（Overlap model）
751	若叶轮仅部分位于另一台风电机组产生的尾流锥体内，附加湍流按前述重叠面积进行折算：
752	§I_add_coverage = I_add·(A_OVERLAP/A_WT2)§
- Frandsen 附加湍流模型（Frandsen added turbulence model）
753	在（Frandsen S. T., 2007）的附加湍流模型描述中，湍流脉动的尾流廓线可视为叶轮产生的尾流湍流与垂直方向环境湍流廓线的轴对称叠加。然而，这种对称假设仅在平均风向与风电机组轴线平行（θ = 0）时成立。对于其他风向，二维尾流使下游机组暴露于非对称、非均匀的湍流风速脉动场中。非均匀程度随机组间距而变化。
759	Frandsen S. T., 2007
761-764	受尾流影响的叶轮中心的总体湍流强度可表示为：
§I_T = I₀·(1 + α·exp(−θ/θ_w))§
765-768	其中 §I₀§ 为环境湍流，§θ§ 为两台风电机组连线与风向之间的夹角，§θ_w§ 为从受尾流影响的机组观察尾流产生机组的特征视角。§θ_w§ 由尾流宽度推导得出，尾流宽度采用 Jensen（1983）的线性扩展尾流假设，定义为：
769	§θ_w = ½(180/π·tan⁻¹(1/s) + 10°)§
770	其中 §s = x/D§ 为无量纲下游距离。

# 1.13.8 尾流模型比较
771	1.13.8 尾流模型比较（Wake model comparisons）
772	本节对尾流模型与其他软件进行对比分析。
773-774	例如在 WAsP 中，尾流衰变常数 §k§ 为常数，默认等于 0.075。而在 Meteodyn WT 中，§k§ 根据湍流强度计算。
775-778	关于年发电量（AEP）计算中的插值方法，可以对其中的气候数据进行插值。插值方法有若干种，此处介绍 Meteodyn WT 和 Openwind 中采用的两种方法。插值方法造成的差异解释了最终发电量之间的差异。
779	下图中，颜色越深的红色表示初始气候中频率越大。
781-782	初始气候为一个 .tab 文件，风速分箱 13 m/s、风向分箱 1°（天气图方向 = 270°）。13 m/s 分箱表示风速处于 [12.1; 13] 之间。
783-785	当 100% 的风速均来自 270°、风速为 13 m/s 时，Openwind 在 255° 至 285° 之间对方向的插值是均匀的；相反，在 Meteodyn WT 中则不是均匀的。
789	可以观察到，在 270° 天气图方向、12.5 m/s 的方向插值过程中，Meteodyn WT 中的频率最高；而 Openwind 中 12.5 m/s 分箱在 255° 至 285° 之间的频率与方向无关、完全相同。
790	参考文献：
791-792	European Wind Energy Association Conference and Exhibition, October 1986, Italy - "A Simple Model for Cluster Efficiency", I. Katic, J. Højstrup and N.O. Jensen
Risø-R-1188 Report, 2007 - "Turbulence and turbulence generated fatigue in wind turbines clusters", S. Frandsen

# 1.13.9 大型风场尾流模型
795	1.13.9 大型风场尾流模型（Large park wake model）
796-802	大型风场模型旨在模拟机组间距小于 15 倍叶轮直径的规则排列大型风电场中的尾流效应。单一尾流模型没有考虑风电机组存在引起粗糙度增大所导致的大气边界层变化。距风场迎风侧较远的机组更多，风速亏损增大，导致风场上风速减慢。因此，边界层廓线是等效粗糙度 §z′₀§ 以及风相对于上游机组位置的函数。
803-805	注：为 Meteodyn Universe 平台开发的大型风场模型适用于形状规则的集群式风场。该模型已在 Horns Rev 和 Nysted 海上风电场完成验证 [1]。
807	图 X：大型风电场效应示意图
808	大型风场模型描述如下。
809-817	1) 使用 Frandsen 方法 [2][3]，用公式（1）计算等效粗糙度 §z′₀§：§z′₀ = h_H·exp(−K/(√C_t + (K/ln(h_H/z₀))))§（1）
818	其中：
819-821	§C_τ = (π/(8·S_d·S_c))·C_T§
822-823	§C_T§ 为代表性推力系数。§S_d§ 和 §S_c§ 分别表示两排风电机组沿风向的间距（§S_d§）和垂直风向的间距（§S_c§）。
824	其中：
825	- §K§ 为卡门常数；
826	- §z₀§ 为中尺度粗糙度；
827	- §h_H§ 为平均轮毂高度。
830-835	2) 对于大型风场区域内的每台风电机组，内部边界层高度 §h§ 由公式（2）计算，使用 §z′₀§ 以及风电机组到大型风场区域边界沿风向的距离 §X_BL§：§(h/z′₀)·(ln(h/z′₀) − 1) = 0.9·X_BL/z′₀§（2）
836-838	速度亏损 §C_BL§ 计算如下：
§C_BL = u(z′)/u₁(z′)§（3）
839-873	- 当 §z′ ≥ i_bl2·h′§ 时：1
- 当 §i_bl1·h′ ≤ z′ ≤ i_bl2·h′§ 时：§ln(z′/z₀)·[ln(h′/z₀)/ln(h′/z′₀)·(ln(i_bl1·h′/z′₀)·(1 − ln(z′/(i_bl1·h′))/ln(i_bl2/i_bl1)) + ln(i_bl2·h′/z₀)·ln(z′/(i_bl1·h′))/ln(i_bl2/i_bl1))]§
- 当 §z′ ≤ i_bl1·h′§ 时：§[ln(h′/z₀)×ln(z′/z′₀)]/[ln(h′/z′₀)×ln(z′/z₀)]§
874	其中：
875	- §H_start§ 为模型激活的参考高度；
876	- §h§ 为内部边界层高度；
877	- §z§ 为轮毂高度；
878	- §z′ = z − H_start§；
879	- §h′ = h − H_start§；
880	- §i_bl1§ 为风电机组引起的第一内部边界层的相对高度；
881	- §i_bl2§ 为过渡区对应的第二内部边界层的相对高度。
882-884	3) 采用附加的标准尾流模型（PARK 或快速 EVM）描述机组间尾流速度亏损。对每个风速分箱，比较两个尾流模型。总尾流亏损取大型风场速度亏损与标准速度亏损中的较小值。
885	参考文献：
886-888	[1] E Tromeur, S Puygrenier and S Sanquer, METEODYN, Investigation and validation of wake model combinations for large wind farm modelling in neutral atmospheric boundary layers, Journal of Physics: Conference Series, Volume 749, Number 1.
889-890	[2] Frandsen, S., Barthelmie, R., Pryor, S., Rathmann, O., Larsen, S., Højstrup, J., and M. Thøgersen, Analytical modelling of wind speed deficit in large offshore wind farms. Wind Energy, 9, 2006
891-892	[3] Frandsen ST. "Turbulence and Turbulence-Generated Structural Loading in Wind Turbine Clusters". Technical report from the Risø National Laboratory (Risø-R-1188), Roskilde, Denmark, 2007; p130.
